# 
# Header Description:
# 
# Version: v3.0.0.16 Platform: null Manufacturer: Google Model: Pixel 5
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,1,0.0,16399,242590372779171,7,40.9,581.2072143554688,0.038700003176927567,25,67567.22531358729,0.0010085564157135064,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,3,0.0,16399,242590381436130,10,38.0,-146.49855041503906,0.023900002241134644,25,-17775.498871428088,0.0015223494237726067,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,4,0.0,16399,242590376725276,11,36.5,-284.851806640625,0.047200001776218414,25,-33363.976326182026,0.001655554942969963,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,9,0.0,16399,242590367691072,16,32.5,-471.0762939453125,0.0414000004529953,25,-54877.841508464975,0.00281634630106073,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,16,0.0,16399,242590373361745,7,40.4,-579.5030517578125,0.04020000249147415,25,-68071.00166527505,0.0010085564157135064,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,21,0.0,16399,242590369115449,8,40.0,526.2977294921875,0.034700002521276474,25,61415.047431536266,0.001160791358090767,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,26,0.0,16399,242590376846389,12,36.1,-95.42320251464844,0.04800000041723251,25,-11954.49111005743,0.001807789796734829,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,31,0.0,16399,242590372963368,31,27.0,629.7483520507812,0.684499979019165,16,0.0,0.0,1.57542003E9,,,,0,,1,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,2,0.0,49359,80572383314900,27,28.7,-35.34355926513672,0.6210000514984131,16,0.0,0.0,1.59975002E9,,,,0,,3,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,18,0.0,49359,80572371953123,16,33.0,411.7422790527344,0.04739999771118164,25,46802.35181472357,0.00277253881595763,1.60031245E9,,,,0,,3,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,13,0.0,49359,80572381785995,24,29.4,-546.6522216796875,0.09399999678134918,25,-62870.970205707985,0.18726787319550683,1.60087501E9,,,,0,,3,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,12,0.0,49359,80572383719718,40,25.1,211.07972717285156,0.7910000085830688,16,0.0,0.0,1.60143744E9,,,,0,,3,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,1,0.0,49359,80572373030053,17,32.1,491.7388916015625,0.05180000141263008,25,55478.908499718214,0.002955716504244618,1.60256256E9,,,,0,,3,,,,,,,C,0
Raw,1638904972449,3498506000000,18,,-1322936691943239371,-0.24013900756835938,23.889046133263037,31.107599724455085,9.51683231013324,160,3,0.0,49359,80572377401035,13,35.8,-492.54931640625,0.05040000379085541,25,-57423.362108048816,0.002036211542260784,1.60481254E9,,,,0,,3,,,,,,,C,0
